,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BEGIN CH1_DATA,"LNA, H1",,,,,,,,,BEGIN CH1_DATA,"LNA + Post Assy, H1",,,,,,,,,BEGIN CH1_DATA,"LNA, H2",,,,,,,,,BEGIN CH1_DATA,"LNA + Post Assy, H2",,,,,,,,,BEGIN CH1_DATA,"LNA, V1",,,,,,,,,BEGIN CH1_DATA,"LNA + Post Assy, V1",,,,,,,,,BEGIN CH1_DATA,"LNA, V2",,,,,,,,,BEGIN CH1_DATA,"LNA + Post Assy, V2",,,,,,,,,,,,,,,,
24.97,24970000000,-17.903944,21.840641,-47.569466,62.358631,34.462292,-1.0565197,-35.381123,141.69705,,24970000000,-6.523953,94.56366,-47.391293,101.56132,67.342209,135.99547,-1.5193841,-141.91725,,24970000000,-15.066399,66.853081,-43.814964,144.76291,34.339081,-32.347511,-25.490677,62.639912,,24970000000,-9.6679306,131.45535,-49.851768,150.53419,65.874062,137.90498,-5.2985387,-100.54286,,24970000000,-22.469942,114.68175,-57.268291,175.94679,35.08429,23.573557,-25.092663,-142.34634,,24970000000,-4.0402536,-120.38549,-42.850922,129.54797,66.115669,-121.74669,1.1084529,-16.681942,,24970000000,-14.303616,143.06628,-49.390625,80.437271,31.870373,41.526249,-36.437248,72.737328,,24970000000,-9.9535379,109.6646,-53.81776,108.36351,66.89505,90.146233,-6.898582,178.59189,,68.5,,,,,,,
24.978125,24978125000,-19.271782,22.071426,-39.490856,-40.60928,34.400928,-16.728424,-29.836235,-134.60574,,24978125000,3.4089518,-86.7276,-39.75592,-42.889797,67.031578,108.17381,1.717165,44.610504,,24978125000,-15.050566,60.15897,-43.764664,-30.215012,34.275879,-46.738651,-29.591593,-0.48516205,,24978125000,-7.9680328,-103.64474,-46.922371,-64.88327,65.854134,115.27965,-8.6372471,35.424526,,24978125000,-21.431747,112.36749,-45.09753,-21.640749,35.024216,7.9623947,-26.670706,-130.46785,,24978125000,-6.1041484,67.073212,-49.632885,3.3733711,66.632477,-139.26457,-5.203824,-161.74715,,24978125000,-13.6678,131.38277,-45.807442,-71.016579,31.798319,25.938751,-35.297947,-10.787954,,24978125000,-4.2897015,-132.97929,-46.353767,-22.286886,66.568794,67.331825,-8.9510231,9.2118168,,68.5,,,,,,,
24.98625,24986250000,-17.877647,-13.901157,-46.406689,98.197227,34.44442,-31.954292,-29.34833,134.9855,,24986250000,-7.2023349,16.167168,-53.186855,122.68929,67.307465,91.899895,-19.524986,-71.82122,,24986250000,-16.211685,36.447868,-47.02702,131.70006,34.293171,-60.570713,-26.037802,25.017923,,24986250000,-3.3020399,34.415779,-47.462708,124.64076,66.095566,96.747437,-11.628291,-164.75383,,24986250000,-22.872234,86.594368,-53.358326,83.757187,35.045677,-6.9738173,-25.6325,-164.52592,,24986250000,-9.3894224,158.12238,-52.011673,159.63765,66.460426,-159.7308,-15.352171,-141.02963,,24986250000,-14.088308,113.54823,-56.355064,139.50012,31.792482,11.083011,-33.061977,54.825817,,24986250000,-8.5867586,136.35268,-56.432804,-62.904057,66.771225,47.718319,-21.639078,-143.6895,,68.5,,,,,,,
24.994375,24994375000,-17.458393,-11.391741,-46.257999,13.19984,34.42218,-47.689053,-27.878244,116.37264,,24994375000,-1.5637534,-103.87376,-43.05994,31.483198,67.459892,69.200356,-7.2147126,172.16005,,24994375000,-15.002174,32.34808,-43.053909,51.522984,34.266499,-74.772133,-24.72246,34.750332,,24994375000,-5.2524977,-91.55146,-43.905243,33.150074,66.072784,76.086914,-9.7394733,-174.03496,,24994375000,-19.263903,76.979477,-42.449574,-19.881737,35.015743,-22.39736,-27.665871,175.58356,,24994375000,-7.0153942,-26.589912,-47.285889,-3.0288956,66.528267,-179.93141,-8.4956465,-141.16463,,24994375000,-13.496884,100.40908,-43.44883,15.790672,31.74806,-4.1655321,-29.35684,63.174004,,24994375000,-4.7942104,179.5713,-45.747444,28.471636,66.69606,26.00598,-10.694658,129.61842,,68.5,,,,,,,
25.0025,25002500000,-16.902414,-28.274694,-49.264957,17.848797,34.328865,-63.570797,-27.401579,100.21839,,25002500000,-8.2793751,103.02004,-44.565243,-44.507557,67.149315,49.227497,-5.5449023,22.539988,,25002500000,-14.258393,12.661863,-42.624599,-0.45232543,34.1894,-89.277618,-24.502928,10.791342,,25002500000,-15.610415,23.043816,-68.298088,-19.804831,65.91684,55.939388,-28.916498,-143.2422,,25002500000,-20.394588,53.884918,-48.082039,-42.453251,34.918472,-38.06356,-26.887676,172.12984,,25002500000,-15.314157,94.689392,-56.38398,-145.60046,66.314087,159.40065,-24.552732,140.63828,,25002500000,-13.532092,83.954147,-53.618748,87.136734,31.631033,-19.707895,-29.395185,71.497742,,25002500000,-15.171288,61.853558,-58.969723,-160.79411,66.667908,5.4603515,-12.347633,-150.31833,,68.5,,34.3,,,,,
25.010625,25010625000,-17.335609,-43.696339,-59.276855,120.97323,34.328346,-79.358757,-24.721821,91.542618,,25010625000,-13.214465,-60.315208,-51.908634,119.13387,67.290001,26.643116,-8.1242552,148.04596,,25010625000,-15.024012,-0.35523465,-43.632507,160.51268,34.176762,-103.62751,-20.641493,31.957243,,25010625000,-15.686347,-32.558514,-50.439682,87.13726,65.944145,35.190277,-7.5574632,134.05856,,25010625000,-19.61524,47.119698,-52.076454,101.01521,34.909813,-53.545944,-25.068436,132.70912,,25010625000,-11.750788,74.623756,-46.144333,-170.21565,66.399773,139.79654,-3.7048361,-45.364971,,25010625000,-13.336957,68.193687,-45.934288,126.79793,31.612473,-34.963783,-25.769781,67.975822,,25010625000,-16.044825,145.63853,-43.967525,102.65401,66.562164,-15.724907,-1.7080841,92.340706,,68.5,,,,,,,
25.01875,25018750000,-17.762104,-57.217987,-46.34967,32.306435,34.307899,-94.718697,-26.999479,84.617271,,25018750000,-7.4377437,-121.91306,-42.835205,3.806201,67.035233,5.3294339,1.0167061,-8.1433773,,25018750000,-15.378592,-12.257867,-47.414547,29.415648,34.163681,-117.55965,-23.625109,12.915952,,25018750000,-10.345804,-7.7477884,-51.116489,132.24329,66.00425,15.45652,-10.434724,141.10352,,25018750000,-19.936972,37.528347,-45.344254,24.235851,34.881523,-68.54422,-27.711979,143.17256,,25018750000,-9.1830978,27.167894,-46.056732,55.537403,66.531868,119.28413,-1.5920491,161.46387,,25018750000,-13.238988,54.539688,-52.910034,-1.3198689,31.575541,-49.83889,-26.962248,53.899971,,25018750000,-15.612884,4.7368031,-49.293278,110.35036,66.660599,-36.397968,-7.2276316,59.559647,,68.5,,,,,,,
25.026875,25026875000,-17.82098,-76.158989,-45.780781,55.169456,34.344322,-110.73221,-25.041643,66.175011,,25026875000,-3.9504364,-93.929642,-46.322792,79.554298,67.187363,-16.727024,-7.4049721,39.897545,,25026875000,-15.275771,-28.714874,-54.085102,-16.176859,34.214134,-132.1136,-22.44124,20.20923,,25026875000,-6.5018635,-50.339424,-49.015839,107.27998,66.017189,-5.6424737,-12.030238,105.28651,,25026875000,-20.592106,23.138939,-54.573093,33.902763,34.924026,-84.310715,-24.515894,118.04138,,25026875000,-9.4771214,1.8940721,-51.969334,60.515335,66.512383,98.34964,-8.6308804,155.35649,,25026875000,-13.35598,40.87529,-50.239918,78.514297,31.600393,-65.29007,-25.06727,44.032108,,25026875000,-22.304512,163.53658,-51.269638,70.130188,66.599747,-56.759647,-13.473674,-37.967133,,68.5,,,,,,,
25.035,25035000000,-17.306208,-94.106239,-45.564823,143.55057,34.259579,-126.2363,-21.339008,65.429695,,25035000000,-18.496851,-117.5667,-63.383656,4.3701563,67.164925,-37.057911,-18.4328,-16.009296,,25035000000,-15.686852,-45.614212,-57.670696,-164.24846,34.1353,-146.19551,-21.108637,20.047577,,25035000000,-5.5657997,-171.34171,-43.344452,13.482612,65.771767,-25.298866,-10.968995,-0.13260247,,25035000000,-20.663666,10.372412,-53.003532,33.832611,34.834179,-99.392624,-22.875862,106.38696,,25035000000,-9.7730179,-64.384331,-50.063728,9.5625038,66.315392,78.531204,-16.931252,154.91438,,25035000000,-13.475384,26.787708,-51.06723,72.373993,31.51911,-80.21701,-24.169878,46.1819,,25035000000,-12.670635,87.8237,-52.941704,33.631874,66.548744,-77.155296,-19.140804,-72.860428,,68.5,,,,,,,
25.043125,25043125000,-17.685497,-106.60582,-46.47147,104.20084,34.277527,-141.92548,-21.181795,50.974155,,25043125000,-8.9381104,-112.87048,-53.664444,128.92,67.254341,-58.930294,-16.987801,103.0455,,25043125000,-16.151222,-56.285309,-45.429386,136.5238,34.162914,-160.27254,-19.642199,13.226051,,25043125000,-2.4934375,-35.320457,-44.024506,-153.72563,66.177116,-44.853809,-4.6843109,-153.37599,,25043125000,-19.042746,-7.5389247,-57.901619,-59.772892,34.853027,-114.85216,-23.4114,96.380524,,25043125000,-11.245021,12.415698,-54.926575,157.07249,66.351418,58.91711,-13.84084,-118.48055,,25043125000,-13.137011,9.2557888,-57.789551,172.95578,31.529963,-95.220093,-23.797613,38.928635,,25043125000,-9.2057018,-78.350952,-47.792065,178.37384,66.707649,-98.720543,-8.7093859,141.42996,,68.5,,,,,,,
25.05125,25051250000,-18.11565,-109.94101,-47.427902,9.1356001,34.233807,-157.17162,-22.667776,45.318645,,25051250000,-15.109152,-16.530428,-51.948273,-55.194675,67.271812,-79.173965,-12.379235,-99.900093,,25051250000,-15.663913,-70.717506,-51.656273,179.06203,34.151428,-174.68338,-19.774849,8.2421436,,25051250000,-11.771022,-82.768433,-56.937874,167.48024,66.011398,-66.053917,-14.003894,168.15622,,25051250000,-19.052441,-15.670657,-46.449673,42.417595,34.775509,-129.89626,-23.108143,80.286354,,25051250000,-11.487467,18.235325,-52.288795,-150.87817,66.382088,39.568165,-9.8840246,-109.63876,,25051250000,-12.986021,-4.9624648,-63.016979,-174.25122,31.497362,-110.48495,-23.612846,34.119843,,25051250000,-9.2819386,-25.805479,-54.106171,-93.501701,66.722725,-118.97456,-10.925995,-171.34677,,68.5,,,,,,,
25.059375,25059375000,-17.71516,-122.35273,-43.264652,-8.2602377,34.275826,-172.37923,-22.491737,51.872807,,25059375000,-16.550999,32.750736,-47.224308,9.2636328,67.332123,-99.619812,-4.1207223,-91.470757,,25059375000,-15.896097,-82.534958,-50.828564,-37.190304,34.179306,171.3441,-20.531633,10.597647,,25059375000,-6.9053483,13.359438,-40.787968,-16.313379,66.231194,-85.23101,1.2625018,-113.47564,,25059375000,-17.957638,-35.575146,-44.336002,-61.673023,34.758976,-144.16142,-20.326523,84.746048,,25059375000,-8.3681078,85.578835,-41.903801,-54.731598,66.387436,21.220562,-1.0367582,-57.769592,,25059375000,-12.803473,-21.850611,-43.648823,-94.275032,31.49864,-125.18703,-23.577394,41.70966,,25059375000,-2.8931851,-16.503225,-41.494537,-11.080857,66.905754,-139.87906,1.2012254,-160.97192,,68.5,,,,,,,
25.0675,25067500000,-18.309357,-145.16277,-52.139931,-22.978764,34.218506,171.66054,-21.315598,35.540497,,25067500000,-15.184773,165.03172,-50.853104,66.578011,67.169037,-121.36046,-6.3801022,-81.847923,,25067500000,-16.761864,-95.94841,-54.772602,69.266243,34.109287,157.03299,-20.12673,-3.2920759,,25067500000,-13.848229,-117.62959,-53.982834,136.7321,65.884827,-106.31783,-14.422959,-16.516758,,25067500000,-19.498245,-46.309135,-53.401875,48.143555,34.778442,-160.00056,-21.574783,67.992378,,25067500000,-16.404589,-79.174896,-53.766861,61.406216,66.264908,-0.87584817,-14.974138,41.432255,,25067500000,-12.923616,-33.918655,-42.826752,-112.62223,31.455372,-140.56473,-21.832172,38.067596,,25067500000,-8.2558136,-35.641438,-48.471027,-57.46859,66.68029,-160.82182,-4.8223982,128.87082,,68.5,,,,,,,
25.075625,25075625000,-18.422289,-163.17819,-57.783794,70.331856,34.187618,155.81598,-21.159979,26.540529,,25075625000,-5.5229635,142.73772,-43.455227,93.994705,67.08474,-141.89296,-0.62689012,-70.918602,,25075625000,-17.278345,-108.24055,-44.173237,35.621494,34.086483,142.40681,-20.721254,3.9704502,,25075625000,-11.727481,132.96529,-45.088734,59.121346,65.916405,-126.21499,-4.3891802,-95.366974,,25075625000,-19.767048,-58.073296,-44.480396,29.562019,34.737926,-175.62697,-20.892796,66.737808,,25075625000,-10.25268,-81.897217,-49.464958,111.0328,66.239456,-21.789282,-9.3635778,92.031219,,25075625000,-13.329374,-46.570568,-48.969837,71.009293,31.408419,-155.88982,-23.2857,22.128908,,25075625000,-3.0628271,22.278908,-40.002155,41.997841,66.902153,179.15088,2.5139019,-164.53806,,68.5,,,,,,,
25.08375,25083750000,-17.399332,-179.55074,-47.678829,-156.576,34.110207,140.2614,-19.412571,12.316321,,25083750000,-1.7197945,-152.45744,-43.384758,-164.75684,66.857948,-165.41034,-3.3846879,20.133186,,25083750000,-16.996864,-129.74097,-51.014469,-106.2056,34.026485,128.71326,-18.078743,-5.3854795,,25083750000,-6.1499205,-92.178612,-47.268776,-114.29939,65.902596,-148.1584,-7.9797935,107.55566,,25083750000,-20.321701,-80.185783,-58.472084,171.63026,34.670673,169.17834,-19.205387,45.342304,,25083750000,-4.7049623,-21.832037,-44.99086,-153.56009,66.396553,-41.285835,-4.5431805,168.99353,,25083750000,-13.092421,-64.130432,-45.323357,-110.45592,31.362579,-170.78607,-21.48436,27.822824,,25083750000,-3.3977463,-119.22834,-44.401691,-116.1657,66.379066,156.99367,-5.7820907,50.504391,,68.5,,,,,,,
25.091875,25091875000,-18.225792,155.92123,-43.518887,85.832504,34.20253,124.79657,-21.899313,5.9618587,,25091875000,-6.2812128,96.865959,-47.233807,90.696693,67.19693,175.24376,-6.6173286,-82.904861,,25091875000,-18.009531,-144.77356,-45.224644,16.704473,34.13208,114.3401,-19.544945,-6.2922373,,25091875000,-6.6616988,63.097492,-43.683376,47.114075,66.079376,-166.28061,-3.7157977,-116.81946,,25091875000,-22.158039,-93.050453,-45.137451,72.754997,34.791714,153.97078,-20.202141,39.360989,,25091875000,-6.5514126,-149.9227,-46.703316,84.559044,66.155197,-61.472549,-8.4944525,42.044514,,25091875000,-14.185997,-78.402954,-43.383732,78.109749,31.487055,174.06787,-22.770508,12.890746,,25091875000,-5.2104425,18.494196,-43.885338,83.718582,66.825493,138.43253,-3.2860768,-135.03151,,68.5,,,,,,,
25.1,25100000000,-18.165611,143.39691,-46.918037,86.985481,34.144936,108.99441,-21.171198,0.90220976,,25100000000,-14.138141,-128.13789,-52.623875,-32.440948,67.143822,152.04129,-12.444426,110.10224,,25100000000,-18.447744,-164.61221,-51.981384,85.043732,34.086926,100.00388,-19.00115,-15.78294,,25100000000,-16.970362,-68.097359,-52.47739,10.589547,66.016251,171.53526,-10.890444,-163.12471,,25100000000,-20.860407,-104.40415,-47.484913,63.960636,34.741653,138.51973,-19.875719,33.699947,,25100000000,-14.687558,66.546776,-49.919529,0.5608952,66.324081,-80.497986,-11.271188,-109.25217,,25100000000,-13.981997,-97.477097,-50.093887,124.61582,31.452332,158.75447,-21.970846,12.194033,,25100000000,-11.458031,-47.807503,-53.288219,97.166458,66.705093,116.26417,-11.388364,-149.51794,,68.5,,,,,,,
25.108125,25108125000,-17.181677,124.12122,-55.894058,-178.37778,34.101395,93.346573,-20.896593,-11.66361,,25108125000,-11.932306,114.49982,-57.084602,-167.06946,67.169403,131.67274,-13.926039,-52.397968,,25108125000,-19.186346,174.65092,-50.923119,126.94777,34.060169,85.707146,-19.326691,-21.34877,,25108125000,-13.037321,160.86353,-56.452911,-141.84465,65.943962,151.3513,-19.856136,-104.2206,,25108125000,-22.08165,-138.24104,-46.802479,-143.6185,34.703979,123.15964,-18.702963,18.783348,,25108125000,-12.195139,-135.60992,-53.7854,-178.00102,66.257225,-101.22742,-19.734911,140.8633,,25108125000,-14.060457,-113.9992,-46.279839,-95.761314,31.423281,143.36723,-21.496687,12.522344,,25108125000,-13.877919,-72.678307,-55.755455,118.03165,66.638176,94.928352,-15.441941,172.13271,,68.5,,,,,,,
25.11625,25116250000,-17.020952,111.3153,-43.376442,16.01178,34.041946,78.043106,-20.704161,-7.3754101,,25116250000,-9.6827478,144.302,-48.773594,-83.590263,67.086922,110.64229,-9.6533527,-4.0159178,,25116250000,-18.750158,149.98201,-65.419128,-80.68895,34.026459,71.778893,-18.379475,-25.037813,,25116250000,-14.296275,-159.04536,-51.348137,-35.715439,65.865814,130.80161,-15.614255,79.963959,,25116250000,-21.941427,-150.81,-50.061459,-58.251823,34.66724,108.10654,-17.988613,12.196364,,25116250000,-25.896208,-72.02523,-56.218403,-28.326586,66.294746,-121.0793,-11.212675,-164.45348,,25116250000,-14.633868,-129.54277,-47.386776,4.9898233,31.379749,128.40916,-21.65016,9.3736467,,25116250000,-8.5733299,-164.72638,-47.582058,-45.841782,66.519699,74.621727,-12.574684,23.306686,,68.5,,,,,,,
25.124375,25124375000,-15.673038,94.508171,-43.324368,-103.80106,34.035728,62.224323,-19.859415,-29.05303,,25124375000,-3.7821972,134.53519,-41.758484,-117.70334,66.990974,89.914063,0.53376848,-38.554729,,25124375000,-17.729124,134.01578,-43.632961,-74.730019,34.026073,57.200867,-16.873861,-29.125214,,25124375000,-5.2735991,151.8679,-42.381092,-128.04846,65.750832,110.91351,-2.0920682,-30.381351,,25124375000,-21.766827,-177.09546,-51.930893,-109.14997,34.674313,92.411232,-18.015156,2.6508696,,25124375000,-7.8877954,-128.86014,-44.423206,-152.21967,66.192055,-142.22733,-4.9583058,64.462517,,25124375000,-14.416283,-153.04332,-48.095654,-120.58236,31.388502,112.69987,-20.72706,-0.81389832,,25124375000,-6.1906776,155.25179,-43.530739,-94.671188,66.543839,54.133759,-3.2962823,-64.479141,,68.5,,,,,,,
25.1325,25132500000,-16.086123,78.265724,-45.388084,48.591908,33.975945,46.708038,-21.985561,-22.924234,,25132500000,-7.6784649,51.45607,-49.281784,150.69687,67.280449,68.293877,-4.992826,-134.68361,,25132500000,-18.479565,119.62585,-47.188919,41.773743,33.968987,42.864109,-18.534582,-29.186863,,25132500000,-10.839223,-20.716187,-45.190487,60.641788,66.041336,89.129173,-3.3525321,158.97693,,25132500000,-20.992397,164.75409,-55.792294,83.786903,34.625843,76.989922,-18.523233,-6.4930849,,25132500000,-8.2064896,99.999565,-46.160622,71.184319,66.231865,-160.40663,-4.7685323,-94.795738,,25132500000,-14.2781,-172.35593,-46.43605,160.12766,31.320545,97.391426,-21.183496,-12.639284,,25132500000,-1.3918732,-106.77501,-39.881245,57.774612,66.573792,29.384735,2.2910523,97.994774,,68.5,,,,,,,
25.140625,25140625000,-14.888798,62.852543,-56.208134,-122.61526,33.895081,31.349174,-21.595808,-43.07711,,25140625000,-5.9355273,22.746824,-49.155445,153.43153,67.310638,46.413029,-7.1799679,-158.34775,,25140625000,-17.002554,95.290741,-43.550621,-115.22528,33.88504,28.918785,-17.377106,-44.889992,,25140625000,-1.9292008,110.35066,-43.112175,-123.11367,65.705482,71.835213,-1.5671849,-60.353008,,25140625000,-20.071157,144.24933,-48.395359,-90.640968,34.525196,61.798328,-17.321327,-12.853877,,25140625000,-0.95875531,132.33334,-41.855915,146.71756,65.978119,-179.54704,-1.7636189,-43.747906,,25140625000,-14.534415,168.61052,-49.816566,-166.30608,31.232548,82.172112,-21.538916,-8.2946167,,25140625000,-9.4619322,-122.95362,-50.613373,93.836494,66.527122,10.096128,-7.480535,119.89108,,68.5,,,,,,,
25.14875,25148750000,-14.7187,50.684559,-48.356693,-13.020289,33.902946,15.567826,-21.98731,-44.482334,,25148750000,-6.4301682,-166.91927,-43.746853,34.126179,67.032898,24.031401,-7.1735835,76.85025,,25148750000,-17.986916,86.85981,-42.689236,25.658834,33.902725,14.340891,-18.440548,-40.091759,,25148750000,-5.9273715,152.20889,-44.853989,-25.189329,65.714264,48.710251,-9.6436357,49.126617,,25148750000,-20.175573,132.41367,-48.44397,13.720044,34.551048,46.124863,-17.816637,-17.89642,,25148750000,-12.74904,-34.529266,-48.883049,18.321201,66.355095,157.59576,-8.6334333,-168.06781,,25148750000,-14.432113,154.43622,-47.60157,81.198128,31.239185,66.504379,-21.998425,-11.493853,,25148750000,-7.7591896,171.88651,-51.852814,52.050869,66.48632,-10.084681,-18.958954,43.689819,,68.5,,,,,,,
25.156875,25156875000,-14.62134,36.25388,-41.849232,24.384884,33.853279,0.0050618853,-22.950878,-51.138546,,25156875000,-8.551302,159.37384,-41.757702,36.684658,67.037064,3.5473232,-8.3957376,37.583115,,25156875000,-17.131561,62.728657,-44.562897,56.734108,33.848064,0.20022865,-18.294878,-46.13311,,25156875000,-10.813074,178.94316,-43.122566,32.412739,65.763931,28.404497,-13.574031,93.619682,,25156875000,-19.200485,107.70575,-44.36557,-28.297466,34.488167,30.724493,-17.06003,-26.337002,,25156875000,-15.178172,-85.912064,-46.222649,2.5125463,66.253143,137.31386,-9.494978,169.21765,,25156875000,-13.85078,135.46376,-41.322166,35.947838,31.148533,51.202904,-21.08737,-6.9996734,,25156875000,-3.4022698,120.14027,-41.482563,7.3575864,66.4366,-30.843143,-11.351852,6.8463302,,68.5,,,,,,,
25.165,25165000000,-13.622241,20.025946,-54.108303,129.31357,33.890442,-15.513294,-24.773256,-64.963699,,25165000000,-16.044727,-2.3301477,-55.45892,95.243347,67.183907,-17.851652,-20.7514,44.824848,,25165000000,-16.180969,45.303616,-56.728786,-47.979626,33.880585,-14.020003,-18.433916,-52.220608,,25165000000,-16.276937,132.09299,-47.545204,-0.14636,65.816727,8.2845612,-17.399305,3.749368,,25165000000,-18.507784,85.818901,-52.111511,-148.38687,34.509163,15.350327,-17.966778,-36.933716,,25165000000,-38.695255,129.67447,-53.746422,-25.041777,66.280914,117.10091,-14.756654,135.23378,,25165000000,-13.679732,114.70103,-54.740265,149.69154,31.143229,35.947384,-21.604776,-16.612816,,25165000000,-6.5890393,161.94449,-43.63028,66.8041,66.457108,-52.211369,-11.717335,11.572973,,68.5,,,,,,,
25.173125,25173125000,-13.483642,9.0315151,-48.631397,28.274649,33.884335,-31.051277,-23.076845,-69.795845,,25173125000,-26.312393,77.692848,-50.402584,41.311592,67.169456,-38.904846,-10.102434,-21.211679,,25173125000,-15.583546,32.458836,-51.59145,-5.4369645,33.876949,-28.26836,-18.446119,-55.129108,,25173125000,-14.526999,165.68016,-44.902359,24.364088,65.751564,-12.015352,-8.6088324,10.532357,,25173125000,-18.520033,74.091125,-46.472042,31.92977,34.496544,-0.071353987,-17.57118,-40.313274,,25173125000,-11.843916,45.513866,-51.856621,109.68169,66.358727,97.107605,-7.6692586,-175.07834,,25173125000,-13.319702,98.571663,-47.248119,54.977352,31.107937,20.610464,-21.749218,-16.634453,,25173125000,-3.6852753,128.61353,-42.281109,39.002003,66.414322,-72.490669,-5.1924324,-49.391655,,68.5,,,,,,,
25.18125,25181250000,-12.884438,-2.3807354,-50.816341,-82.245178,33.753166,-46.184063,-25.226652,-100.11076,,25181250000,-2.9923227,35.814064,-45.973434,-56.215996,67.389465,-58.605003,-1.3387868,-122.37917,,25181250000,-14.199747,18.806765,-42.064156,-101.55518,33.754089,-42.035965,-19.342314,-78.788963,,25181250000,-3.7029009,5.8058586,-45.501869,-133.263,66.038177,-32.056591,-2.1944678,-175.12383,,25181250000,-16.349779,56.473957,-45.728111,-114.81671,34.357941,-15.001524,-18.354586,-63.071156,,25181250000,-5.262475,95.601151,-46.890511,-137.00798,66.192215,78.752739,-5.4628167,-86.941872,,25181250000,-12.330348,80.541862,-43.955044,-129.83771,30.941256,5.8081961,-22.711092,-37.292408,,25181250000,-11.417275,-32.822823,-47.361336,-134.62138,66.482269,-95.183899,-3.7878249,127.98773,,68.5,,,,,,,
25.189375,25189375000,-12.791811,-15.651121,-53.699837,-120.12803,33.748547,-61.586525,-27.607719,-105.92,,25189375000,-7.0324183,-129.41054,-45.769356,147.68948,66.87175,-81.87989,-4.5492396,58.295303,,25189375000,-15.132191,5.4492254,-54.256702,62.469875,33.736347,-56.028717,-19.240152,-66.995705,,25189375000,-6.5892072,-17.826874,-49.638142,-122.73408,65.911041,-52.212215,-6.0853362,-171.97983,,25189375000,-15.805671,41.414917,-46.400684,-103.57876,34.343773,-30.319309,-18.060387,-72.131081,,25189375000,-2.7030275,33.057125,-44.673279,-171.00523,66.493118,58.024487,-1.7778081,-125.92051,,25189375000,-12.231054,64.014877,-49.339245,-119.32791,30.884798,-9.2250414,-22.281965,-34.786121,,25189375000,-2.3702495,73.601341,-45.919689,46.611477,66.531479,-112.79292,-4.0890923,-89.400337,,68.5,,,,,,,
25.1975,25197500000,-12.384948,-29.805922,-61.648609,-54.968082,33.763577,-77.317665,-28.573048,-114.36588,,25197500000,-18.831945,67.520599,-49.918221,106.33103,67.082321,-101.96397,-8.5856304,-11.733732,,25197500000,-14.765026,-9.4307947,-45.355011,53.432804,33.757103,-70.394379,-19.348698,-65.287071,,25197500000,-15.594162,-178.80302,-46.26128,123.28876,65.625061,-72.020813,-7.3032722,67.795799,,25197500000,-16.777012,31.641146,-46.858879,130.40944,34.337898,-46.090511,-19.794283,-71.337524,,25197500000,-5.3626895,-65.391068,-42.419025,117.88797,66.3097,34.991737,-1.1020399,165.30719,,25197500000,-12.103908,50.587395,-46.186085,97.399414,30.85862,-24.600334,-22.975243,-26.603642,,25197500000,-4.4851413,68.583214,-46.420208,91.424187,66.420441,-134.50111,-8.2609406,-46.307617,,68.5,,,,,,,
25.205625,25205625000,-12.275305,-41.747662,-44.265461,135.43292,33.74308,-93.08522,-34.211788,-152.36508,,25205625000,-19.802359,64.758537,-42.224068,86.624222,67.059288,-123.49963,-2.0048149,-30.40646,,25205625000,-14.494077,-22.363142,-43.61256,92.987831,33.74757,-84.623558,-21.208311,-69.347206,,25205625000,-15.909452,-81.808701,-44.531799,143.58321,65.740143,-92.265327,-8.6804476,68.205681,,25205625000,-15.989532,19.867023,-43.861134,91.154144,34.289413,-61.996597,-20.22114,-79.514442,,25205625000,-13.105256,-41.124458,-44.101738,98.235794,66.237167,15.398595,-3.9317887,131.63411,,25205625000,-11.340132,35.9478,-47.59293,38.509239,30.804066,-39.55703,-23.040537,-28.095289,,25205625000,-6.4693398,73.413185,-40.812275,102.32907,66.339966,-155.44585,-3.1726797,-42.764797,,68.5,,,,,,,
